time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2010-01-11 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,61800.591168,61800.590304,32246.533365,-3841.019865,14785.541710,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099704,    3.733581,    2.905390,    2.905390,   17.646393,  -28.204780,  -25.608014,  -58.117729,   48.419725,    0.000000,    0.143910,    3.389193,    1.473342,  237.582684,    0.194972,    0.001300,    0.001300,    0.000000
2010-01-12 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,102796.704720,102796.705152,43736.037655,-3417.102924,41098.620624,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099643,    2.965323,    2.881368,    2.881368,   12.431483,  -25.091658,  -10.655368,  -43.973333,    7.690107,    0.000000,    0.239285,    5.380810,    1.856433,    2.436798,    0.097419,    0.001300,    0.001300,    0.000000
2010-01-13 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,144730.374048,144730.372320,38750.051063,-1694.294535,40813.341928,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099575,    2.911883,    2.820374,    2.820374,   13.979478,  -12.441860,    3.941564,  -42.397794,   56.245858,    0.000000,    0.204056,    4.661873,    1.727968,    2.241150,    0.098311,    0.001300,    0.001300,    0.000000
2010-01-14 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,157160.152800,157160.152800,11367.899037, -739.139235,12212.844939,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099501,    2.909737,    2.831359,    2.831359,   25.031136,   -5.428004,    1.882403,  -51.577606,   57.848019,    0.000000,    0.090791,    2.202306,    1.187666,   41.503668,    0.113825,    0.001300,    0.001300,    0.000000
2010-01-15 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,481484.081088,481484.083680,51390.417969,    0.000000,51884.887840,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099422,    3.001314,    2.878855,    2.878855,   18.445368,    0.000000,   23.181550,  -35.673963,   12.161217,    0.000000,    0.169513,    3.938850,    1.588328,  321.138141,    0.117305,    0.001300,    0.001300,    0.000000
2010-01-16 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,559248.939360,559248.939360,53255.194348,    0.000000,53768.383909,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099337,    3.298437,    2.930359,    2.930359,   20.104452,    0.000000,   47.869803,  -33.100355,   66.279974,    0.000000,    0.219917,    4.987735,    1.787340,  197.285673,    0.097748,    0.001300,    0.001300,    0.000000
2010-01-17 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,301112.799840,301112.799840,11170.872136,    0.000000,11274.827691,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099246,    3.298020,    2.954314,    2.954314,   27.631724,    0.000000,   31.182018,  -50.757000,   15.282124,    0.000000,    0.178165,    4.121712,    1.624779,  296.473901,    0.114726,    0.001300,    0.001300,    0.000000
2010-01-18 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,215281.139040,215281.139040, 3358.719032,    0.000000, 3389.769052,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099150,    3.311973,    2.967691,    3.311973,   27.093331,    0.000000,   27.243792,  -50.657374,   64.191133,    0.000000,    0.139365,    3.290212,    1.451668,    0.000000,    0.201479,    0.001300,    0.001300,    0.000000
2010-01-19 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,128824.586784,128824.585920,29510.180957,    0.000000,29789.050136,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.099048,    3.224376,    2.994679,    3.224376,   20.776481,    0.000000,   29.957336,  -37.128197,   31.375309,    0.000000,    0.172872,    4.009976,    1.602604,    0.000000,    0.190422,    0.001300,    0.001300,    0.000000
2010-01-20 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,132189.694416,132189.693120,32817.654227,    0.000000,33128.630818,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.098940,    3.252699,    3.011640,    3.011640,   25.849448,    0.000000,   22.992801,  -40.399053,    6.847998,    0.000000,    0.155893,    3.648015,    1.528564,  395.403969,    0.113278,    0.001300,    0.001300,    0.000000
2010-01-21 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,366804.875952,366804.875520,52310.724038,    0.000000,52814.423879,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.098826,    3.465665,    3.038505,    3.038505,   21.384582,    0.000000,   30.892127,  -36.632323,   27.400830,    0.000000,    0.155004,    3.628961,    1.524567,  369.797856,    0.117241,    0.001300,    0.001300,    0.000000
2010-01-22 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,398110.109760,398110.109760,49493.163382,    0.000000,49968.638296,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.098707,    3.628956,    3.070098,    3.628956,   21.091788,    0.000000,   29.235790,  -37.035395,   89.252901,    0.000000,    0.152376,    3.572386,    1.512637,    0.000000,    0.224924,    0.001300,    0.001300,    0.000000
2010-01-23 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,157799.930544,157799.931840, 1380.060953, -404.669273, 1797.468203,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.098583,    3.287938,    2.690413,    2.690413,   35.660376,   -2.971566,    0.233903,  -56.565421,    1.570046,    0.000000,    0.049206,    1.219629,    0.883831,  166.024455,    0.114601,    0.001300,    0.001300,    0.000000
2010-01-24 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,87091.506720,87091.508016, 1569.374080, -540.386603, 2124.248177,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.098453,    3.287938,    2.091495,    2.091495,   28.941153,   -3.969759,   -3.663959,  -49.292762,   58.228367,    0.000000,    0.035304,    0.880875,    0.751126,  165.151250,    0.105978,    0.001300,    0.001300,    0.000000
2010-01-25 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,75712.826304,75712.826304, 1501.726495, -608.659648, 2124.247106,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.098317,    3.287938,    1.965860,    1.965860,   25.695385,   -4.472897,   -3.064302,  -39.640123,    1.646523,    0.000000,    0.059773,    1.474003,    0.971638,   91.967446,    0.101409,    0.001300,    0.001300,    0.000000
2010-01-26 24:00:00,63078913.420664,    0.000000,    0.000000,    0.000000,70479.447408,70479.447408,    0.000000, -737.754464,    0.000000,    0.000000,    0.000000,   46.799812,3930953.530811,    0.000000,    0.000000,    0.000000,    0.000000,    0.098176,    3.287938,    2.256709,    2.256709,   30.079915,   -5.421318,   -1.469635,  -38.317814,   62.912985,    0.000000,    0.068911,    1.691467,    1.040848,  127.880799,    0.101409,    0.001300,    0.001300,    0.000000
2010-01-27 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,118904.214384,118904.211360, 3555.464662,    0.000000, 4326.088286,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.098030,    3.287938,    2.975796,    2.975796,   25.459760,    0.000000,    9.763133,  -32.551886,    0.686947,    0.000000,    0.100615,    2.427208,    1.246835,  790.321171,    0.214324,    0.001300,    0.001300,    0.000000
2010-01-28 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,229974.961104,229974.958080,13910.475209,    0.000000,14040.221576,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.097878,    3.464178,    3.012258,    3.464178,   21.128030,    0.000000,   26.249624,  -26.254881,   59.937340,    0.000000,    0.150217,    3.525745,    1.502730,    0.000000,    0.203371,    0.001300,    0.001300,    0.000000
2010-01-29 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,408511.995840,408511.995840,13382.774840,   -1.340002,13508.886699,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.097721,    3.758263,    3.045179,    3.758263,   28.226422,   -0.009835,   25.337419,  -36.523791,   74.564328,    0.000000,    0.198017,    4.536762,    1.704623,    0.000000,    0.226244,    0.001300,    0.001300,    0.000000
2010-01-30 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,320736.172176,320736.170880, 5886.623568,-1800.821700, 7741.980298,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.097559,    3.424794,    3.017018,    3.017018,   36.112732,  -13.222264,    1.961231,  -61.358480,    0.000000,    0.000000,    0.162572,    3.790991,    1.558231,  344.441921,    0.115407,    0.001300,    0.001300,    0.000000
2010-01-31 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,104295.047472,104295.047040, 7474.886070,-2232.738171, 9776.967760,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.097392,    3.424794,    2.930247,    2.930247,   41.667507,  -16.395137,   -7.771276,  -78.181678,    5.503908,    0.000000,    0.105799,    2.544849,    1.276693,  643.196829,    0.256272,    0.001300,    0.001300,    0.000000
2010-02-01 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,98077.603248,98077.603680, 9480.693276,-1746.032723, 9657.540125,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.097219,    3.424794,    2.881196,    2.881196,   33.285313,  -12.821949,   -0.965592,  -62.578218,   10.944708,    0.000000,    0.108460,    2.604956,    1.291682,  685.753934,    0.274239,    0.001300,    0.001300,    0.000000
2010-02-02 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,121431.161232,121431.160800,36564.754118,    0.000000,33627.632098,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.097042,    3.424794,    2.896010,    2.896010,   23.385334,    0.000000,   15.732806,  -36.894444,    2.528810,    0.000000,    0.127088,    3.020751,    1.390954,  585.371212,    0.115407,    0.001300,    0.001300,    0.000000
2010-02-03 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,221775.347520,221775.347520,70831.395814,    0.000000,66272.054371,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.096859,    3.327141,    2.920013,    3.327141,   23.110979,    0.000000,   22.532401,  -34.588968,   57.149624,    0.000000,    0.130244,    3.090408,    1.406900,    0.000000,    0.202348,    0.001300,    0.001300,    0.000000
2010-02-04 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,218852.505504,218852.504640,108970.771540,    0.000000,106443.261480,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.096671,    3.304248,    2.936287,    3.304248,   16.087086,    0.000000,   22.354021,  -37.005247,   20.603847,    0.000000,    0.146531,    3.446219,    1.485686,    0.000000,    0.201994,    0.001300,    0.001300,    0.000000
2010-02-05 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,127191.190464,127191.189600,69269.776607,    0.000000,69945.999762,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.096478,    3.173758,    2.949107,    3.173758,   26.906735,    0.000000,   22.083526,  -47.782770,  111.905162,    0.000000,    0.157787,    3.688761,    1.537077,    0.000000,    0.190239,    0.001300,    0.001300,    0.000000
2010-02-06 24:00:00,63079249.299937,    0.000000,    0.000000,    0.000000,98731.906560,98731.906992,    0.000000, -397.414137,    0.000000,    0.000000,    0.000000,   46.799899,3930974.967980,    0.000000,    0.000000,    0.000000,    0.000000,    0.096281,    3.166841,    2.937099,    2.937099,   45.328232,   -2.918305,    8.369662,  -62.673631,    7.160021,    0.000000,    0.093635,    2.267693,    1.205168,  911.040443,    0.112908,    0.001300,    0.001300,    0.000000
2010-02-07 24:00:00,63078624.540067,    0.000000,    0.000000,    0.000000,74520.975024,74520.975456,    0.000000, -633.054911,    0.000000,    0.000000,    0.000000,   46.799738,3930935.093287,    0.000000,    0.000000,    0.000000,    0.000000,    0.096079,    3.084853,    2.925604,    2.925604,   37.891383,   -4.648808,    4.995825,  -49.862642,   16.364661,    0.000000,    0.114738,    2.746024,    1.326196,  687.878796,    0.107042,    0.001300,    0.001300,    0.000000
2010-02-08 24:00:00,63076830.746903,    0.000000,    0.000000,    0.000000,65624.828400,65624.828400,    0.000000,-1817.575943,    0.000000,    0.000000,    0.000000,   46.799275,3930820.606178,    0.000000,    0.000000,    0.000000,    0.000000,    0.095871,    3.052900,    2.905646,    2.905646,   37.425967,  -13.347955,    3.764675,  -44.234372,   34.365376,    0.000000,    0.167582,    3.897690,    1.580007,  366.314877,    0.106511,    0.001300,    0.001300,    0.000000
2010-02-09 24:00:00,63073654.336674,    0.000000,    0.000000,    0.000000,59666.754816,59666.754816,    0.000000,-3218.395900,    0.000000,    0.000000,    0.000000,   46.798457,3930617.874877,    0.000000,    0.000000,    0.000000,    0.000000,    0.095660,    2.948467,    2.846393,    2.846393,   47.274071,  -23.637371,   -5.481270,  -64.754618,   35.456841,    0.000000,    0.138284,    3.266594,    1.446449,  514.125887,    0.106608,    0.001300,    0.001300,    0.000000
2010-02-10 24:00:00,63070572.512943,    0.000000,    0.000000,    0.000000,55298.897424,55298.897424,    0.000000,-3122.400410,    0.000000,    0.000000,    0.000000,   46.797662,3930421.180467,    0.000000,    0.000000,    0.000000,    0.000000,    0.095443,    2.948464,    2.747224,    2.747224,   55.313486,  -22.935224,  -10.840366,  -86.460392,  150.931996,    0.000000,    0.093872,    2.273115,    1.206608,  623.063959,    0.198736,    0.001300,    0.001300,    0.000000
2010-02-11 24:00:00,63068351.622718,    0.000000,    0.000000,    0.000000,52270.237008,52270.237008,    0.000000,-2250.033944,    0.000000,    0.000000,    0.000000,   46.797090,3930279.434303,    0.000000,    0.000000,    0.000000,    0.000000,    0.095222,    2.948452,    1.988836,    1.988836,   61.744407,  -16.534427,   -8.881743,  -91.137909,  158.243673,    0.000000,    0.067887,    1.667220,    1.033361,  105.685830,    0.198736,    0.001300,    0.001300,    0.000000
2010-02-12 24:00:00,63066733.283347,    0.000000,    0.000000,    0.000000,50388.855840,50388.855840,    0.000000,-1639.524648,    0.000000,    0.000000,    0.000000,   46.796673,3930176.145362,    0.000000,    0.000000,    0.000000,    0.000000,    0.094997,    2.948452,    1.546513,    1.546513,   59.659782,  -12.054510,   -3.995105,  -79.370399,  141.444016,    0.000000,    0.074130,    1.814587,    1.078063,   81.160529,    0.322102,    0.001300,    0.001300,    0.000000
2010-02-13 24:00:00,63065472.480424,    0.000000,    0.000000,    0.000000,49205.543472,49205.543472,    0.000000,-1277.277764,    0.000000,    0.000000,    0.000000,   46.796348,3930095.675839,    0.000000,    0.000000,    0.000000,    0.000000,    0.094767,    2.948452,    1.676201,    1.676201,   55.751018,   -9.392891,   -0.112160,  -71.992247,  140.031829,    0.000000,    0.079646,    1.943822,    1.115793,  105.250283,    0.345197,    0.001300,    0.001300,    0.000000
2010-02-14 24:00:00,63064549.549545,    0.000000,    0.000000,    0.000000,49417.442496,49417.442496,    0.000000, -934.974078,    0.000000,    0.000000,    0.000000,   46.796110,3930036.770671,    0.000000,    0.000000,    0.000000,    0.000000,    0.094532,    2.948452,    1.424621,    1.424621,   53.186990,   -6.876079,    2.433101,  -66.595793,  129.552553,    0.000000,    0.070390,    1.726428,    1.051549,  112.021556,    0.374087,    0.001300,    0.001300,    0.000000
2010-02-15 24:00:00,63073880.584367,    0.000000,    0.000000,    0.000000,76305.150144,76305.151440,    0.000000, -571.824933,10025.233030,    0.000000,    0.000000,   46.798515,3930632.314916,    0.000000,    0.000000,    0.000000,    0.000000,    0.094293,    2.947942,    2.548583,    2.548583,   43.877410,   -4.201155,    6.744055,  -50.637535,   93.462988,    0.000000,    0.108380,    2.603136,    1.291231,  524.325324,    0.246405,    0.001300,    0.001300,    0.000000
2010-02-16 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,157401.488304,157401.489600, 5532.007923, -590.064572,12010.480775,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.094051,    2.946601,    2.578484,    2.578484,   44.850858,   -4.334525,    6.483390,  -49.124232,   23.587941,    0.000000,    0.126410,    3.005704,    1.387486,  576.397240,    0.243025,    0.001300,    0.001300,    0.000000
2010-02-17 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,175922.276976,175922.275680,  328.444392,-1652.126551, 1983.598157,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.093803,    2.941850,    2.536055,    2.536055,   50.403771,  -12.136363,   -2.444772,  -66.696890,   39.579302,    0.000000,    0.099024,    2.390980,    1.237495,  755.253549,    0.334433,    0.001300,    0.001300,    0.000000
2010-02-18 24:00:00,63077720.879194,    0.000000,    0.000000,    0.000000,111135.745872,111135.744576,    0.000000,-1946.120321,    0.000000,    0.000000,    0.000000,   46.799505,3930877.418008,    0.000000,    0.000000,    0.000000,    0.000000,    0.093552,    2.935770,    2.471290,    2.471290,   54.229303,  -14.297230,   -7.500111,  -74.371220,   80.266768,    0.000000,    0.086764,    2.109320,    1.162323,  789.256387,    0.394237,    0.001300,    0.001300,    0.000000
2010-02-19 24:00:00,63079366.749607,    0.000000,    0.000000,    0.000000,85759.627392,85759.628256,    0.000000,-1868.172559, 3535.885571,    0.000000,    0.000000,   46.799929,3930982.464091,    0.000000,    0.000000,    0.000000,    0.000000,    0.093297,    2.930310,    2.424415,    2.424415,   57.453651,  -13.724816,   -8.005410,  -70.791038,  139.451054,    0.000000,    0.088831,    2.157096,    1.175412,  776.870394,    0.322786,    0.001300,    0.001300,    0.000000
2010-02-20 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,85278.472272,85278.473568, 8207.969130,-1746.918549,10309.484057,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.093038,    2.922898,    2.091342,    2.091342,   55.126222,  -12.836597,   -5.904578,  -69.212840,  148.008761,    0.000000,    0.081935,    1.997225,    1.131016,  189.109646,    0.308658,    0.001300,    0.001300,    0.000000
2010-02-21 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,78813.182304,78813.182736, 6048.241134,-1333.910181, 7438.193063,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.092775,    2.918695,    1.725159,    1.725159,   58.058943,   -9.805558,   -3.871615,  -67.017438,  156.175125,    0.000000,    0.057733,    1.425152,    0.955402,  193.468140,    0.350611,    0.001300,    0.001300,    0.000000
2010-02-22 24:00:00,63078729.610454,    0.000000,    0.000000,    0.000000,71791.547184,71791.547184,    0.000000,-1588.944089,  664.939090,    0.000000,    0.000000,   46.799765,3930941.799302,    0.000000,    0.000000,    0.000000,    0.000000,    0.092508,    2.913018,    1.345762,    1.345762,   66.733202,  -11.683605,   -5.237178,  -70.344070,  195.609470,    0.000000,    0.067123,    1.649125,    1.027738,  114.521692,    0.344878,    0.001300,    0.001300,    0.000000
2010-02-23 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,63632.341152,63632.341152,21295.334028,-3315.617274,16078.383288,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.092238,    2.905911,    2.245557,    2.245557,   55.375498,  -24.363428,  -14.985581,  -68.452248,   95.705414,    0.000000,    0.128316,    3.047834,    1.397176,  428.388491,    0.326031,    0.001300,    0.001300,    0.000000
2010-02-24 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,58483.296432,58483.296864,30189.916096,-2366.854044,23185.059849,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.091964,    2.900949,    2.213435,    2.213435,   32.038425,  -17.391899,   -8.338233,  -44.739435,   74.185704,    0.000000,    0.146393,    3.443074,    1.485007,  406.497236,    0.410489,    0.001300,    0.001300,    0.000000
2010-02-25 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,62653.128048,62653.128480, 5701.150452,-1350.130562, 7104.091185,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.091686,    2.899310,    2.204173,    2.204173,   50.805831,   -9.921258,   -1.692059,  -48.487813,   69.555915,    0.000000,    0.094532,    2.288265,    1.210622,  859.222063,    0.280765,    0.001300,    0.001300,    0.000000
2010-02-26 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,133974.568944,133974.568512,  719.702939,-1630.899264, 2357.240220,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.091405,    2.897371,    2.207700,    2.207700,   63.957890,  -11.984258,    1.447329,  -56.425790,   64.532370,    0.000000,    0.116383,    2.782827,    1.335053,  637.175200,    0.338701,    0.001300,    0.001300,    0.000000
2010-02-27 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,195592.471200,195592.471200, 6128.176183,-1309.381940, 7494.343945,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.091120,    2.891718,    2.213665,    2.213665,   61.652134,   -9.621716,    5.519307,  -58.272279,    7.569472,    0.000000,    0.121383,    2.894269,    1.361523,  593.406652,    0.301990,    0.001300,    0.001300,    0.000000
2010-02-28 24:00:00,63079641.503633,    0.000000,    0.000000,    0.000000,220276.367568,220276.372320, 5337.706525,-1294.935278, 6682.074520,    0.000000,    0.000000,   46.800000,3931000.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.090833,    2.860548,    2.213727,    2.213727,   71.076618,   -9.515517,    3.707197,  -68.413572,   88.002127,    0.000000,    0.090110,    2.186611,    1.183426,  945.692303,    0.403694,    0.001300,    0.001300,    0.000000
